GENE	GENE_SYMBOL	ASD_2019	ADHD_2019	SCZ_2020	BD_2019	OCD_2018	AN_2019	TS_2019	MDD_2018	NEUROT_2018	IQ_2018	AD_2019	PD_2014
60437	CDH26	0.88539	0.94942	0.98341	0.38221	0.22301	0.045979	0.063917	0.30232	0.70798	0.10648	0.6391	0.80928
284756	C20orf197	0.9184	0.95745	0.8534	0.44173	0.46441	0.90345	0.2595	0.67041	0.21146	0.0062732	0.30282	0.36397
1002	CDH4	0.62182	0.44756	0.011131	0.072745	0.83429	0.31812	0.3294	0.47843	0.0068678	9.5053e-09	0.7574	0.58334
6874	TAF4	0.27795	0.16389	0.22838	0.013943	0.63728	0.70151	0.47565	0.94164	0.91856	0.18894	0.33288	0.30002
149986	LSM14B	0.064264	0.04284	0.062492	0.65489	0.86896	0.73457	0.7497	0.20585	0.39202	0.087687	0.99617	0.31186
5688	PSMA7	0.034191	0.029652	0.080264	0.65395	0.7596	0.75841	0.61243	0.14201	0.71814	0.14126	0.97675	0.28878
26039	SS18L1	0.038387	0.070192	0.16204	0.56078	0.63894	0.84131	0.84695	0.21142	0.74244	0.078476	0.3152	0.73181
26164	MTG2	0.13874	0.86186	0.019664	0.07806	0.65755	0.65084	0.65726	0.053293	0.1706	0.44865	0.099244	0.53461
11255	HRH3	0.25586	0.20865	0.03716	0.026581	0.84717	0.94059	0.62829	0.006001	0.96565	0.061243	0.95131	0.90915
9885	OSBPL2	0.36419	0.03833	0.091465	6.9141e-05	0.67705	0.14955	0.0030906	0.12036	0.52625	0.45047	0.06981	0.85326
11047	ADRM1	0.097268	0.075491	0.058083	0.038239	0.75299	0.11851	0.001304	0.11327	0.5984	0.073404	0.010438	0.54663
3911	LAMA5	0.43591	0.19101	0.016365	0.12408	0.52503	0.39239	0.00033989	0.57704	0.17704	0.022196	0.13908	0.60996
6227	RPS21	0.64576	0.72185	0.32968	0.23119	0.96893	0.1872	0.0733	0.84367	0.30968	0.17757	0.97567	0.35585
81928	CABLES2	0.6058	0.79382	0.33123	0.46992	0.98066	0.25473	0.10965	0.68036	0.34232	0.060987	0.8697	0.43046
140893	RBBP8NL	0.012025	0.60103	0.39874	0.10152	0.86029	0.68955	0.22793	0.94068	0.0041746	0.84826	0.38198	0.022755
140628	GATA5	0.58825	0.20828	0.39051	0.31385	0.70914	0.84382	0.068336	0.69153	0.31749	0.02028	0.40323	0.44513
128826	MIR1-1HG	0.14831	0.23108	0.22231	0.17434	0.75486	0.94822	0.1913	0.79941	0.16988	0.3418	0.89547	0.073095
28231	SLCO4A1	0.64434	0.013499	0.20466	0.5002	0.14859	0.77276	0.30889	0.062794	0.56102	0.75476	0.48273	0.89698
4923	NTSR1	0.34683	0.76958	0.85387	0.126	0.17067	0.20327	0.36312	0.71452	0.47167	0.97085	0.061645	0.029911
55257	MRGBP	0.22633	0.45993	0.087898	0.49089	0.83106	0.9804	0.63532	0.25434	0.68194	0.61959	0.589	0.29816
11054	OGFR	0.11158	0.4848	0.081211	0.82657	0.38198	0.92349	0.85856	0.54987	0.24572	0.17184	0.91426	0.62924
1299	COL9A3	0.14242	0.1843	0.051372	0.83434	0.076983	0.9447	0.45644	0.54376	0.88059	0.13738	0.68239	0.085717
10732	TCFL5	0.90829	0.22764	0.054335	0.93338	0.43389	0.74726	0.45565	0.45264	0.53631	0.006486	0.1481	0.91536
100132911	DPH3P1	0.60852	0.25165	0.02859	0.8645	0.28193	0.36444	0.54559	0.66954	0.42287	0.28441	0.038432	0.83515
11083	DIDO1	0.015261	0.7261	0.00079434	0.5332	0.073936	0.029847	0.19548	0.33482	0.020959	0.001083	0.59855	0.27552
54994	GID8	0.0073867	0.46225	0.0043958	0.73567	0.064706	0.051088	0.19225	0.71142	0.055521	0.0012899	0.67227	0.43602
63910	SLC17A9	0.56315	0.77005	0.6164	0.36319	0.084147	0.53177	0.90032	0.36106	0.46554	0.013813	0.63799	0.50506
128408	BHLHE23	0.82688	0.14975	0.0028475	0.84527	0.46928	0.19634	0.63406	0.58779	0.61527	0.10677	0.96168	0.39512
54915	YTHDF1	0.77667	0.63888	0.053567	0.040239	0.93268	0.40696	0.59548	0.22014	0.078467	0.20043	0.43874	0.040009
79444	BIRC7	0.42159	0.51161	0.71405	0.038702	0.92751	0.097651	0.48542	0.86366	0.0029969	0.054284	0.3932	0.028822
128414	NKAIN4	0.18093	0.80808	0.95904	0.12267	0.77259	0.10611	0.71212	0.75813	0.0010212	0.042019	0.59088	0.067417
55738	ARFGAP1	0.36908	NA	0.15575	0.29812	0.70339	0.38216	0.46563	0.38255	0.78931	0.22005	0.50358	0.25443
57642	COL20A1	0.72512	0.31005	0.0051499	0.19433	0.95008	0.75105	0.14664	0.37231	0.14191	0.70946	0.72025	0.61202
1137	CHRNA4	0.17763	0.77347	0.038403	0.32691	0.98793	0.94101	0.55771	0.78604	0.0062154	0.046938	0.4176	0.79415
3785	KCNQ2	0.27787	0.48852	0.10474	0.0030167	0.80728	0.76474	0.77343	0.13251	0.31071	0.12732	0.76263	0.18953
1917	EEF1A2	0.12507	0.44665	0.00024522	6.8115e-05	0.24405	0.55753	0.91461	0.66448	0.57802	0.022617	0.26761	0.62258
79144	PPDPF	0.77654	0.27424	2.644e-07	0.14763	0.3542	0.55744	0.15944	0.074249	0.29214	0.49329	0.1701	0.21875
5753	PTK6	0.75838	0.84478	0.039574	0.67771	0.15929	0.41724	0.48453	0.68554	0.063905	0.82804	0.091044	0.84431
6725	SRMS	0.42298	0.9581	0.0066794	0.21705	0.27354	0.34867	0.88505	0.50208	0.036505	0.46013	0.53535	0.70908
79025	C20orf195	0.051146	NA	0.057537	0.6563	0.054779	0.7836	0.6318	0.44994	0.22371	0.59181	0.63702	0.70765
85441	HELZ2	0.042384	0.59424	0.041568	0.0054068	0.0068759	0.86911	0.036437	0.31086	0.22648	0.051483	0.23606	0.85315
26205	GMEB2	0.016293	0.066977	0.011843	0.020807	0.0037744	0.60717	0.081835	0.14872	0.21255	0.18197	0.21813	0.74076
50861	STMN3	0.14831	0.0039646	0.0099567	0.18881	0.0050113	0.8964	0.66942	0.042858	0.054375	0.76273	0.3637	0.39639
51750	RTEL1	0.074067	0.010258	0.074495	0.52785	0.041624	0.80742	0.72274	0.026348	0.17069	0.78967	0.12109	0.37679
8771	TNFRSF6B	0.066293	0.12615	0.010009	0.32239	0.21491	0.58776	0.77697	0.33281	0.15115	0.14769	0.034955	0.21937
10139	ARFRP1	0.10825	0.12359	0.010394	0.44026	0.24269	0.79434	0.90108	0.11973	0.36917	0.33813	0.057567	0.35265
84619	ZGPAT	0.12055	0.22911	0.0034628	0.30897	0.37325	0.751	0.94382	0.17351	0.49813	0.69589	0.055993	0.43774
54923	LIME1	0.090194	0.20417	0.0015104	0.25045	0.29907	0.49468	0.85682	0.16749	0.25924	0.3438	0.031209	0.37137
56731	SLC2A4RG	0.092689	0.21086	0.00065305	0.27431	0.2098	0.74547	0.96103	0.091793	0.5315	0.98741	0.025479	0.55026
140685	ZBTB46	0.53675	0.41932	0.22829	0.92508	0.64651	0.79328	0.5877	0.13979	0.73444	0.34699	0.26119	0.47363
140701	ABHD16B	0.46641	0.95782	0.0077221	0.11419	0.94283	0.28078	0.71499	0.49634	0.12298	0.031015	0.7692	0.79357
7165	TPD52L2	0.4725	0.82836	0.090644	0.109	0.81925	0.14139	0.31703	0.55402	0.080045	0.17807	0.65846	0.32613
80331	DNAJC5	0.076059	0.11411	0.10693	0.0082757	0.66172	0.60827	0.34582	0.15483	0.23881	0.069486	0.28382	0.14625
54963	UCKL1	0.08383	0.90676	0.13024	0.0054739	0.8191	0.29467	0.003167	0.88723	0.032387	0.073691	0.14616	0.038405
57473	ZNF512B	0.13645	0.99405	0.007431	0.0045755	0.88652	0.29355	0.0035792	0.81375	0.2164	0.16585	0.21316	0.12735
140700	SAMD10	0.50395	0.95259	0.1163	0.02265	0.90415	0.45557	0.058867	0.22149	0.19748	0.010457	0.37167	0.17454
24148	PRPF6	0.29249	0.93188	0.098307	0.010733	0.65088	0.24622	0.030292	0.29883	0.17625	0.013674	0.4934	0.12941
54345	SOX18	0.56932	0.86112	0.00097771	0.0077298	0.68306	0.16499	0.19727	0.10825	0.076163	0.051111	0.12515	0.17905
6919	TCEA2	0.018557	0.42538	0.15834	0.03214	0.71367	0.22242	0.80092	0.77168	0.1231	0.0051662	0.20366	0.49997
10287	RGS19	0.054661	0.16462	0.45453	0.085352	0.65785	0.28793	0.89747	0.94899	0.076375	0.26306	0.028928	0.62349
4987	OPRL1	0.052517	0.58829	0.13027	0.53149	0.91467	0.47596	0.33023	0.81726	0.49115	0.0018329	0.16563	0.83149
198437	LKAAEAR1	0.21427	0.76074	0.17748	0.36943	0.98124	NA	0.47552	0.79565	0.53127	0.025737	0.15645	0.88589
2832	NPBWR2	0.00086861	0.15615	0.38784	0.43465	0.22667	0.68061	0.066077	0.69163	0.60187	0.050227	0.24362	0.86747
4661	MYT1	0.79353	0.063481	0.10338	0.28338	0.78469	0.66467	0.8889	0.069393	0.74884	7.6948e-05	0.35422	0.76732
55251	PCMTD2	0.48342	0.22033	0.62723	0.28809	0.39196	0.83323	0.68659	0.15013	0.030482	0.48866	0.31696	0.98354
149998	LIPI	0.87731	0.4114	0.74332	0.77195	0.5521	0.24703	0.85851	0.38989	0.16053	0.86968	0.5982	0.012132
54033	RBM11	0.57566	0.78613	0.28085	0.018246	0.4625	0.93993	0.91974	0.43214	0.15763	0.11414	0.41048	0.13733
6782	HSPA13	0.11845	0.19294	0.60524	0.074186	0.58376	0.90022	0.50942	0.29053	0.046678	0.30144	0.15015	0.5161
64092	SAMSN1	0.8686	0.62721	0.3824	0.86462	0.31647	0.86619	0.6318	0.84533	0.18755	0.67753	0.0037183	0.94971
388813	LOC388813	0.50453	0.27981	0.4702	0.40507	0.36409	0.786	0.34168	0.085836	0.68526	0.4325	0.92374	0.78162
8204	NRIP1	0.48922	0.063486	9.0602e-06	0.51798	0.17291	0.052722	0.55507	0.45429	0.4659	0.047556	0.0019898	0.93509
29761	USP25	0.61695	0.39365	0.2176	0.87321	0.46937	0.031667	0.48145	0.62352	0.36295	0.78071	0.40403	0.40117
1525	CXADR	0.14685	0.33605	0.013678	0.18331	0.14758	0.15214	0.031254	0.24833	0.0039994	0.28008	0.27574	0.49194
10950	BTG3	0.85918	0.43843	0.10975	0.98042	0.88262	0.53934	0.29409	0.023791	6.1154e-05	0.017914	0.73471	0.057759
54149	C21orf91	0.34992	0.07264	0.12834	0.52689	0.48851	0.20259	0.036122	0.78962	0.42578	0.092974	0.066378	0.88669
140578	CHODL	0.23159	0.42848	0.55274	0.94453	0.70727	0.4066	0.096798	0.63731	0.082597	0.2325	0.60051	0.77532
5651	TMPRSS15	0.92961	0.59974	0.19948	0.21556	0.70552	0.72722	0.17535	0.30974	0.12559	0.65616	0.85167	0.80626
4685	NCAM2	0.10914	0.38621	0.10923	0.11641	0.27633	0.061976	0.081148	0.40318	0.89013	0.0024418	0.3718	0.75161
54148	MRPL39	0.36263	0.22101	0.26377	0.97637	0.73874	0.38459	0.78925	0.70535	0.79911	0.46818	0.97686	0.18189
58494	JAM2	0.93329	0.18795	0.029157	0.97083	0.34082	0.1998	0.19999	0.98365	0.49315	0.016475	0.74973	0.15743
522	ATP5J	0.85568	0.090046	0.065083	0.38077	0.79336	0.95832	0.22735	0.78059	0.80006	0.16584	0.39294	0.57753
2551	GABPA	0.63839	0.033462	0.097671	0.52476	0.46396	0.74956	0.27734	0.65932	0.67941	0.28094	0.63591	0.90326
351	APP	0.79506	0.24008	0.017133	0.84239	0.71878	0.60812	0.64997	0.68947	0.004382	0.46936	0.0015312	0.21742
100996571	CYYR1-AS1	0.30619	0.7112	0.5116	0.28407	0.024858	0.55925	0.64651	0.66861	0.028857	0.13263	0.54374	0.42037
116159	CYYR1	0.36221	0.61014	0.35235	0.19773	0.010477	0.47558	0.32221	0.29083	0.006239	0.82814	0.58664	0.38233
9510	ADAMTS1	0.87276	0.12384	0.57028	0.46236	0.41891	0.92911	0.3114	0.92243	0.064872	0.16061	0.8137	0.78835
11096	ADAMTS5	0.65418	0.46732	0.045296	0.29003	0.7137	0.3065	0.93158	0.89793	0.71891	0.18649	0.33039	0.9586
29104	N6AMT1	0.7516	0.43871	0.053764	0.52132	0.19746	0.74172	0.3879	0.50199	0.10887	0.037277	0.66535	0.30557
26046	LTN1	0.79097	0.74825	0.0057964	0.21104	0.028348	0.47993	0.1228	0.66362	0.17187	0.0067994	0.44753	0.46222
10069	RWDD2B	0.46323	0.80711	0.0013097	0.23631	0.0058527	0.29699	0.12116	0.78824	0.79642	0.0010335	0.71568	0.33318
10600	USP16	0.51867	0.81794	0.0029125	0.23587	0.0063504	0.38101	0.12435	0.74156	0.28979	0.0098095	0.50927	0.36118
10694	CCT8	0.73775	0.73291	0.00095217	0.14437	0.0050452	0.25994	0.045741	0.90948	0.43917	0.016718	0.83487	0.40684
56911	MAP3K7CL	0.76141	0.8805	0.0035006	0.0755	0.042355	0.56496	0.0084372	0.69176	0.28564	0.037894	0.54397	0.45481
571	BACH1	0.91568	0.91099	0.036509	0.48178	0.37193	0.85484	0.0050302	0.70448	0.6093	0.38488	0.55054	0.68512
2897	GRIK1	0.71402	0.1697	0.24644	0.3981	0.54996	0.014268	0.3807	0.67118	0.36393	0.051824	0.92048	0.56206
26285	CLDN17	0.012329	0.0086123	0.25698	0.69784	0.092299	0.44373	0.86051	0.34764	0.60761	0.799	0.51209	0.81235
9073	CLDN8	0.73492	0.53451	0.70798	0.47101	0.59644	0.40534	0.091248	0.58005	0.50566	0.10422	0.49694	0.93415
643803	KRTAP24-1	0.7226	0.32231	0.85656	0.3294	0.37569	0.4616	0.42656	0.92089	0.10374	0.016267	0.75035	0.91816
100131902	KRTAP25-1	0.54663	0.65568	0.9343	0.1914	0.954	0.88624	0.61311	0.65797	0.29639	0.77617	0.78314	0.15902
388818	KRTAP26-1	0.65571	0.94023	0.87696	0.57726	0.31888	0.053304	0.078477	0.93618	0.031388	0.64419	0.85402	0.86051
643812	KRTAP27-1	0.77053	0.45811	0.97485	0.24444	0.58714	0.63949	0.5828	0.96937	0.043053	0.16425	0.7184	0.64025
337963	KRTAP23-1	0.83156	0.42971	0.74675	0.27988	0.82585	0.68359	0.61922	0.87792	0.18102	0.22057	0.66409	0.78462
337959	KRTAP13-2	0.41316	0.54882	0.8275	0.092069	0.47206	0.74885	0.53099	0.73465	0.19344	0.20618	0.58424	0.9367
140258	KRTAP13-1	0.66493	0.94676	0.69025	0.81002	0.79618	0.72846	0.96902	0.73609	0.95929	0.37092	0.53441	0.66271
337960	KRTAP13-3	0.75672	0.50012	0.25937	0.74762	0.81966	0.86068	0.34584	0.75251	0.42978	0.043202	0.2317	0.9093
284827	KRTAP13-4	0.84409	0.51305	0.17078	0.39157	0.86793	0.70899	0.38915	0.67204	0.69428	0.01049	0.34837	0.81018
254950	KRTAP15-1	0.63917	0.3818	0.2111	0.40393	0.94948	0.37369	0.28994	0.48253	0.9067	0.0048424	0.54527	0.76789
337882	KRTAP19-1	0.95303	0.76601	0.17582	0.58698	0.81984	0.82381	0.20787	0.28823	0.53538	0.0055382	0.39795	0.76326
337969	KRTAP19-2	0.68639	0.59497	0.27545	0.44954	0.90096	0.87675	0.31143	0.44025	0.3549	0.083472	0.40743	0.60759
337970	KRTAP19-3	0.94245	0.47106	0.083536	0.62154	0.72204	0.94331	0.22094	0.57945	0.24116	0.029574	0.71577	0.13784
337971	KRTAP19-4	0.94158	0.69616	0.2133	0.66995	0.29821	0.94735	0.18564	0.87969	0.38909	0.010152	0.69435	0.64778
337972	KRTAP19-5	0.7186	0.8674	0.2297	0.43065	0.95384	0.48484	0.16165	0.82293	0.38041	0.0059503	0.33172	0.52342
337973	KRTAP19-6	0.88799	0.85545	0.37036	0.74697	0.59972	0.88838	0.90842	0.75652	0.57355	0.030901	0.71666	0.71896
337974	KRTAP19-7	0.76533	0.89332	0.38984	0.42616	0.95874	0.737	0.8016	0.48062	0.69654	0.0052985	0.94861	0.46869
100288287	KRTAP22-2	0.3083	0.5781	0.34515	0.57636	0.6961	0.7494	0.51192	0.48287	0.9033	0.20618	0.9924	0.8499
337968	KRTAP6-3	0.5459	0.73636	0.15258	0.46558	0.88273	0.9377	0.56403	0.76256	0.60018	0.0087453	0.99933	0.72586
337967	KRTAP6-2	0.87067	0.98576	0.091965	0.51151	0.98849	0.98407	0.86863	0.40565	0.062316	0.0033735	0.89501	0.69252
337979	KRTAP22-1	0.97342	0.99762	0.10388	0.80873	0.7707	0.95641	0.78516	0.61164	0.071062	0.0014513	0.75911	0.72447
337966	KRTAP6-1	0.69965	0.26615	0.020105	0.74122	0.91602	0.9906	0.84588	0.55562	0.052685	0.0044713	0.92079	0.74915
337975	KRTAP20-1	0.63522	0.82647	0.081473	0.87533	0.92041	0.96753	0.40114	0.78807	0.22694	0.0034324	0.7263	0.79198
337976	KRTAP20-2	0.909	0.95082	0.11805	0.94648	0.99387	0.94202	0.37815	0.2143	0.057523	0.010436	0.44619	0.72355
337985	KRTAP20-3	0.9398	0.84667	0.12394	0.72619	0.99868	0.98812	0.6153	0.63869	0.03799	0.0009983	0.67393	0.36531
100288323	KRTAP21-3	0.39177	0.38207	0.12572	0.38559	0.23185	0.21709	0.70702	0.2671	0.019311	0.037665	0.84533	0.54022
337978	KRTAP21-2	0.2674	0.25005	0.21263	0.54445	0.2474	0.30278	0.63168	0.16088	0.012932	0.07132	0.62819	0.85241
337977	KRTAP21-1	0.21606	0.28299	0.25263	0.57247	0.32353	0.3237	0.56027	0.24064	0.0011425	0.01933	0.50003	0.87264
337879	KRTAP8-1	0.37371	0.78316	0.79254	0.15361	0.9711	0.66354	0.085693	0.75951	0.013825	0.0016935	0.2647	0.9595
337878	KRTAP7-1	0.97774	0.94019	0.70576	0.053971	0.92774	0.87938	0.0069308	0.89978	0.075872	0.076046	0.51175	0.30492
337880	KRTAP11-1	0.16559	0.21661	0.10422	0.11857	0.14736	0.2686	0.8233	0.57031	0.87932	0.33347	0.95582	0.86592
728299	KRTAP19-8	0.76742	0.84031	0.039964	0.064988	0.020141	0.16727	0.78705	0.055721	0.52726	0.8133	0.61446	0.52406
7074	TIAM1	0.33787	0.76719	0.010875	0.42599	0.098309	0.69009	0.49252	0.76058	0.35883	0.29612	0.76059	0.94001
6647	SOD1	0.010545	0.34988	0.20124	0.38848	0.85404	0.50406	0.28034	0.67997	0.0072547	0.049644	0.13224	0.79456
57466	SCAF4	0.042507	0.2162	0.28144	0.40285	0.41421	0.31174	0.70501	0.61449	0.069983	0.063733	0.11077	0.58453
30811	HUNK	0.97234	0.30984	0.0048038	0.037186	0.3457	0.3461	0.1578	0.41436	0.015875	0.34556	0.9332	0.89254
54069	MIS18A	0.10863	0.82822	0.30449	0.19932	0.9205	0.20066	0.91392	0.53951	0.96942	0.62998	0.44061	0.33596
56246	MRAP	0.51897	0.55052	0.87123	0.36245	0.47214	0.45034	0.42054	0.88629	0.94232	0.82859	0.37109	0.096499
9875	URB1	0.39119	0.26848	0.50238	0.45009	0.22378	0.67886	0.72348	0.69955	0.79963	0.83623	0.28028	0.03676
59271	EVA1C	0.40917	0.12451	0.90349	0.1395	0.099821	0.36722	0.69093	0.75337	0.7288	0.72322	0.71526	0.36299
140290	TCP10L	0.22446	0.10146	0.0064267	0.023808	0.41666	0.13944	0.90695	0.80493	0.14434	0.77495	0.60632	0.15307
56683	C21orf59	0.63234	0.48771	0.005667	0.095606	0.67984	0.20492	0.93553	0.56289	0.39104	0.23599	0.28191	0.0077043
8867	SYNJ1	0.037942	0.072384	0.16702	0.038173	0.16706	0.19902	0.66736	0.24304	0.23406	0.10055	0.90329	0.16333
94104	PAXBP1	0.026663	0.1927	0.16008	0.023775	0.37591	0.22284	0.64491	0.13278	0.20006	0.24351	0.81963	0.52611
56245	C21orf62	0.020443	0.14985	0.3592	0.59132	0.33058	0.033709	0.3727	0.18136	0.56012	0.12365	0.39186	0.84188
10215	OLIG2	0.64062	0.1129	0.27511	0.57968	0.40702	0.48569	0.59002	0.39787	0.50688	0.0038774	0.54561	0.4302
116448	OLIG1	0.10158	0.0078602	0.19298	0.25307	0.13326	0.26185	0.042607	0.56168	0.093312	0.056893	0.89945	0.27032
3455	IFNAR2	0.86331	0.27422	0.47527	0.0084152	0.50911	0.053746	0.42838	0.71623	0.34866	0.075829	0.24169	0.14607
3588	IL10RB	0.56141	0.51455	0.25043	0.24734	0.25436	0.14388	0.15016	0.19632	0.11525	0.76393	0.10878	0.15256
3454	IFNAR1	0.54397	0.42461	0.013554	0.74324	0.22139	0.54763	0.14456	0.58374	0.69645	0.75393	0.29733	0.79515
3460	IFNGR2	0.014062	0.27004	0.00044035	0.44923	0.55188	0.69876	0.81155	0.024834	0.8368	0.18569	0.57721	0.87133
757	TMEM50B	0.0048311	0.52292	0.00097349	0.32424	0.88474	0.53177	0.93162	0.0037589	0.82505	0.21438	0.45153	0.94844
54943	DNAJC28	0.039233	0.44576	0.026654	0.88469	0.85329	0.16422	0.87167	0.026198	0.40246	0.099906	0.63876	0.77962
2618	GART	0.0028623	0.26345	0.0006901	0.93488	0.78729	0.75914	0.88367	0.025278	0.75258	0.21174	0.48631	0.66731
6651	SON	0.0020198	0.34046	0.00081953	0.97988	0.53774	0.48173	0.68878	0.018368	0.44034	0.085011	0.33599	0.85395
29980	DONSON	0.0013926	0.39748	0.00035542	0.95364	0.3648	0.74946	0.61138	0.039174	0.23893	0.11501	0.22652	0.7444
9946	CRYZL1	0.0022546	0.42007	0.00047541	0.94457	0.63047	0.85881	0.87489	0.13196	0.31251	0.11471	0.71177	0.58931
6453	ITSN1	0.042862	0.7641	0.00023448	0.15786	0.20613	0.92444	0.35669	0.017349	0.49346	0.01711	0.85655	0.59071
539	ATP5O	0.20599	0.86248	0.0075568	0.80628	0.045913	0.033197	0.039706	0.11158	0.23318	0.086984	0.22757	0.17909
6526	SLC5A3	0.70812	0.84627	0.016076	0.4098	0.22772	0.57678	0.59839	0.67726	0.6059	0.037117	0.71768	0.24881
64968	MRPS6	0.71169	0.84627	0.016076	0.40513	0.2254	0.57678	0.59839	0.67317	0.60148	0.037117	0.71254	0.24881
9992	KCNE2	0.93889	0.65629	0.1987	0.74302	0.3444	0.95741	0.66365	0.30301	0.53814	0.21187	0.097231	0.43867
54065	SMIM11	0.77992	0.93074	0.32771	0.64599	0.039335	0.77526	0.70987	0.78118	0.56381	0.18913	0.10409	0.40369
101928147	C21orf140	0.55576	0.84766	0.053885	0.92963	0.74221	0.43088	0.78776	0.72583	0.9361	0.34056	0.42641	0.057306
3753	KCNE1	0.61785	0.49611	0.55029	0.9073	0.83002	0.18329	0.0071978	0.027619	0.5705	0.0023924	0.92546	0.0086134
1827	RCAN1	0.29692	0.064257	0.10056	0.30562	0.48729	0.39448	0.15259	0.49134	0.48044	0.01258	0.74802	0.079462
54102	CLIC6	0.42301	0.20783	0.48318	0.69765	0.093439	0.87701	0.21807	0.59459	0.26168	0.30867	0.44997	0.34493
861	RUNX1	0.95825	0.97212	0.38791	0.81901	0.84513	0.98106	0.36265	0.72509	0.49948	0.40175	0.85404	0.49944
54093	SETD4	0.38582	0.17913	0.5279	0.098364	0.092344	0.15571	0.41153	0.82155	0.045978	0.040219	0.74412	0.37361
873	CBR1	0.15166	0.42813	0.77715	0.35953	0.015537	0.12511	0.59504	0.64629	0.5326	0.18395	0.80343	0.13952
874	CBR3	0.13979	0.214	0.00044232	0.071822	0.17561	0.0021976	0.075024	0.83305	0.80188	0.37935	0.43612	0.47548
9980	DOPEY2	0.5373	0.29569	2.953e-06	0.007293	0.33869	0.18941	0.1958	0.73092	0.69691	0.063826	0.88034	0.11796
23515	MORC3	0.17724	0.48169	0.26139	0.47804	0.051395	0.69996	0.6729	0.87299	0.77828	0.49305	0.52848	0.16282
8208	CHAF1B	0.43424	0.24152	0.5838	0.23967	0.093068	0.87546	0.83378	0.85055	0.448	0.75459	0.39248	0.33194
23562	CLDN14	0.66674	0.37559	0.68423	0.65739	0.6414	0.82338	0.91833	0.94245	0.27269	0.86713	0.13872	0.37417
6493	SIM2	0.40257	0.35559	0.64168	0.92348	0.98287	0.19128	0.56425	0.16371	0.67988	0.2989	0.87551	0.34145
3141	HLCS	0.56748	0.99066	0.15409	0.71706	0.80896	0.78621	0.52407	0.32419	0.55471	0.53277	0.38364	0.45945
53820	RIPPLY3	0.96624	0.51632	0.064971	0.981	0.13979	0.29829	0.97404	0.73189	0.62278	0.68989	0.46338	0.58517
51227	PIGP	0.2154	0.16861	0.072505	0.93245	0.224	0.26203	0.60165	0.92072	0.45044	0.33527	0.994	0.46705
7267	TTC3	0.46537	0.17744	0.16704	0.96265	0.32568	0.38683	0.33419	0.89808	0.7719	0.32258	0.98729	0.62581
10311	DSCR3	0.27933	0.66225	0.23823	0.84462	0.10434	0.87624	0.36039	0.7538	0.52555	0.69514	0.99239	0.65778
1859	DYRK1A	0.097323	0.066968	0.041262	0.41759	0.39084	0.95999	0.42311	0.51431	0.29816	0.10192	0.85481	0.0010026
3763	KCNJ6	0.78015	0.029977	0.47621	0.23279	0.24687	0.32509	0.41312	0.16453	0.1972	8.7348e-05	0.90214	0.11499
10281	DSCR4	0.32055	0.78148	0.00090347	0.00076789	0.6881	0.63506	0.24496	0.99652	0.016493	0.024994	0.086899	0.51599
3772	KCNJ15	0.73989	0.83414	0.0018663	0.002112	0.69027	0.81502	0.64013	0.9035	0.015829	0.17715	0.28485	0.72618
2078	ERG	0.77787	0.11554	0.19041	0.31317	0.51114	0.0059346	0.41895	0.40515	0.65208	0.015529	0.57259	0.2094
2114	ETS2	0.49718	0.37521	0.05145	0.0016588	0.040605	0.86447	0.65043	0.83186	0.98539	0.034413	0.29472	0.04573
8624	PSMG1	0.047435	0.62976	0.00043233	0.35828	0.2636	0.58031	0.20944	0.020008	0.5557	2.3829e-10	0.68053	0.54394
54014	BRWD1	0.015389	0.14177	0.00015305	0.32566	0.20341	0.29169	0.27778	0.12526	0.73908	7.6175e-11	0.48968	0.4846
3150	HMGN1	0.00026587	0.43131	0.032002	0.20657	0.61072	0.12531	0.70498	0.03468	0.11423	6.0126e-07	0.6126	0.7454
7485	WRB	0.034287	0.77677	0.023672	0.51741	0.88048	0.32835	0.95355	0.042817	0.15251	0.0035168	0.50064	0.24265
150082	LCA5L	0.37893	0.50587	0.040322	0.8793	0.70028	0.90689	0.89159	0.020117	0.1096	3.8422e-05	0.93729	0.22343
6450	SH3BGR	0.62832	0.47471	0.43027	0.2769	0.27337	0.014587	0.84586	0.067573	0.64241	0.00521	0.66807	0.052124
10317	B3GALT5	0.55144	0.90323	0.02111	0.74129	0.71799	0.80887	0.66368	0.27402	0.54207	0.78058	0.3438	0.69998
150084	IGSF5	0.53779	0.22008	0.24521	0.49123	0.37709	0.16684	0.942	0.76392	0.10726	0.014992	0.75362	0.45291
5121	PCP4	0.20833	0.36072	0.42079	0.52127	0.40637	0.45195	0.18648	0.92565	0.33629	0.66227	0.81041	0.060192
1826	DSCAM	0.27308	0.42456	0.010541	0.67621	0.56943	0.33595	0.089089	0.29258	0.093193	0.011964	0.5276	0.0038596
25825	BACE2	0.25477	0.0025276	0.44032	0.10274	0.48984	0.33728	0.70301	0.0088504	0.018216	0.011202	0.44998	0.73124
191585	PLAC4	0.39766	0.5152	0.70159	0.33465	0.23324	0.39629	0.80543	0.33316	0.020643	0.69282	0.48692	0.77809
54097	FAM3B	0.78974	0.37036	0.43969	0.36735	0.12678	0.98097	0.029092	0.83624	0.60514	0.87833	0.19305	0.73425
4600	MX2	0.1632	0.85422	0.93226	0.21606	0.58484	0.76294	0.99985	0.65486	0.69978	0.2287	0.16745	0.24727
