"","CellType","annotLevel","p","fold_change","sd_from_mean","q","hit.cells","geneSizeControl","list"
"3817","OPC&Oligo",1,0.5916,0.960604227751863,-0.322782772800862,0.99995,4.49817053367148,FALSE,"DISGENET::Glioblastoma Multiforme"
"3818","Inhibitory_neurons",1,0.7844,0.906263194059257,-0.805596852925574,0.99995,3.33422123948912,FALSE,"DISGENET::Glioblastoma Multiforme"
"3819","dorsal_NSC",1,0.893,0.905679783962032,-1.20808607188706,0.99995,3.10781963476525,FALSE,"DISGENET::Glioblastoma Multiforme"
"3820","enIPC",1,0.9408,0.875317722575911,-1.43001939818771,0.99995,2.71578620989269,FALSE,"DISGENET::Glioblastoma Multiforme"
"3821","inIPC",1,0.94805,0.851073173850969,-1.53478268536605,0.99995,2.85472075347547,FALSE,"DISGENET::Glioblastoma Multiforme"
"3822","GE_NSC",1,0.96835,0.862574673112372,-1.69369063703259,0.99995,3.29538284512304,FALSE,"DISGENET::Glioblastoma Multiforme"
"3823","Patterning_centers",1,0.99515,0.78004281358585,-2.3041041809455,0.99995,2.6554194141949,FALSE,"DISGENET::Glioblastoma Multiforme"
"3824","PAT_related_subtypes",1,0.99985,0.754043593316904,-3.0029308093099,0.99995,2.64352336371751,FALSE,"DISGENET::Glioblastoma Multiforme"
"3825","CR",1,0.99995,0.621683076725994,-3.00441521137166,0.99995,2.51347041091522,FALSE,"DISGENET::Glioblastoma Multiforme"
"3826","gIPC_EGFR",2,0.00075,1.70318590141988,5.58432584520248,0.0672,0.922637749267894,FALSE,"DISGENET::Glioblastoma Multiforme"
"3827","oIPC_DLL1",2,0.00175,1.67091144801173,5.01534443604526,0.0672,0.822750284212557,FALSE,"DISGENET::Glioblastoma Multiforme"
"3828","aIPC_IGFBP2",2,0.0018,1.53692679290508,3.86571362102372,0.0672,0.908387551021543,FALSE,"DISGENET::Glioblastoma Multiforme"
"3829","Endothelial_CLDN5_RGS5",2,0.0037,1.95738422177801,3.44778424314398,0.1036,1.61082009656007,FALSE,"DISGENET::Glioblastoma Multiforme"
"3830","gIPC_EGFR_MKI67",2,0.0053,1.30933785350168,2.97662232865656,0.11872,0.767403603932201,FALSE,"DISGENET::Glioblastoma Multiforme"
"3831","Endothelial_CLDN5_FLT1",2,0.0141,1.80931722401684,2.75558181285859,0.2632,1.34172984463739,FALSE,"DISGENET::Glioblastoma Multiforme"
"3832","Astro_EGFR",2,0.0229,1.40173474604712,2.34321491521645,0.3664,0.827485868621993,FALSE,"DISGENET::Glioblastoma Multiforme"
"3833","ExN_SOX5_SYT6",2,0.0334,1.27134027255552,2.0561894410402,0.4676,0.599517772266645,FALSE,"DISGENET::Glioblastoma Multiforme"
"3834","ExN_SOX5_OPRK1_SULF1",2,0.0422,1.41948775124176,1.95626194137813,0.525155555555556,1.05587258165437,FALSE,"DISGENET::Glioblastoma Multiforme"
"3835","Pericyte_GRM8",2,0.0515,1.62107892703731,1.87645409058829,0.5768,1.39697749491542,FALSE,"DISGENET::Glioblastoma Multiforme"
"3836","ExN_SOX5_ID2",2,0.05855,1.18777281545833,1.67157557147751,0.596145454545455,0.512136600631975,FALSE,"DISGENET::Glioblastoma Multiforme"
"3837","T_PTPRC_CD69",2,0.06545,1.37918934194795,1.71373585387552,0.603507692307692,0.583117063116648,FALSE,"DISGENET::Glioblastoma Multiforme"
"3838","ExN_SOX5_KCNV1",2,0.07005,1.19268389161707,1.53610498364361,0.603507692307692,0.62998744880483,FALSE,"DISGENET::Glioblastoma Multiforme"
"3839","InN_NR2F2_LAMP5",2,0.0784,1.21244274199934,1.47696723941833,0.6272,0.689972492580703,FALSE,"DISGENET::Glioblastoma Multiforme"
"3840","SMC_ACTA2",2,0.0977,1.39714618541088,1.33847019395656,0.72415,1.0271699148562,FALSE,"DISGENET::Glioblastoma Multiforme"
"3841","Astro_MFGE8",2,0.10345,1.22507470782473,1.30867625789374,0.72415,0.807393347072235,FALSE,"DISGENET::Glioblastoma Multiforme"
"3842","Astro_GFAP",2,0.13955,1.17504941792224,1.04100740992186,0.919388235294118,0.765322482293555,FALSE,"DISGENET::Glioblastoma Multiforme"
"3843","ExN_SOX5_OPRK1_NR4A2",2,0.1645,1.19008077813717,0.770811674706113,0.99995,0.800270728939042,FALSE,"DISGENET::Glioblastoma Multiforme"
"3844","Microglia_PTPRC_C1QC",2,0.1982,1.2211461932723,0.675977871826123,0.99995,0.819687198873545,FALSE,"DISGENET::Glioblastoma Multiforme"
"3845","inIPC_DLX1_NR2F2",2,0.2341,1.06712719394654,0.661836264124524,0.99995,0.598004063623527,FALSE,"DISGENET::Glioblastoma Multiforme"
"3846","VLMC_PTGDS_DSP",2,0.236,1.18977322421205,0.580873780079862,0.99995,0.920312407991681,FALSE,"DISGENET::Glioblastoma Multiforme"
"3847","RB_HBA1_SNCA",2,0.25585,1.0710199101551,0.227206798627678,0.99995,0.482326880013213,FALSE,"DISGENET::Glioblastoma Multiforme"
"3848","InN_NR2F2_SP8_KIT",2,0.2597,1.07649156359191,0.476846881984922,0.99995,0.700855792189434,FALSE,"DISGENET::Glioblastoma Multiforme"
"3849","InN_NR2F2_SP8",2,0.2607,1.05703008781007,0.597865348345772,0.99995,0.439975555824556,FALSE,"DISGENET::Glioblastoma Multiforme"
"3850","OPC_PDGFRA",2,0.2812,1.06310549074977,0.404045670628633,0.99995,0.652024296925138,FALSE,"DISGENET::Glioblastoma Multiforme"
"3851","ExN_SOX5_NR4A2_GRID2",2,0.28285,1.06945362960782,0.432077006024626,0.99995,0.546847962117319,FALSE,"DISGENET::Glioblastoma Multiforme"
"3852","oRG_HOPX_APOE",2,0.28745,1.0649191611093,0.404541025793181,0.99995,0.610229131068935,FALSE,"DISGENET::Glioblastoma Multiforme"
"3853","GE_RG_HOPX_NRG1",2,0.2983,1.0726648132187,0.386014237125071,0.99995,0.618998045096871,FALSE,"DISGENET::Glioblastoma Multiforme"
"3854","Mesenchymal_LUM_CYTL1",2,0.30595,1.08675620115644,0.346263796448438,0.99995,0.628913334205161,FALSE,"DISGENET::Glioblastoma Multiforme"
"3855","ExN_SOX5_PALMD",2,0.31775,1.04237430242715,0.380702507292045,0.99995,0.387281745707381,FALSE,"DISGENET::Glioblastoma Multiforme"
"3856","InN_ZIC1_ZIC2",2,0.3245,1.04396893178024,0.304830079977537,0.99995,0.458342459517432,FALSE,"DISGENET::Glioblastoma Multiforme"
"3857","GE_RG_STMN2_SOX5",2,0.3329,1.04250050546616,0.345401569936472,0.99995,0.654976275143578,FALSE,"DISGENET::Glioblastoma Multiforme"
"3858","InN_LHX6_GUCY1A2",2,0.3381,1.04709029224013,0.236929546543008,0.99995,0.814846691723193,FALSE,"DISGENET::Glioblastoma Multiforme"
"3859","ExN_CUX2_ACTN2",2,0.36875,1.03003429851042,0.215577855442571,0.99995,0.585386656878084,FALSE,"DISGENET::Glioblastoma Multiforme"
"3860","Mesenchymal_FOXD3_PLP1",2,0.3892,0.970400989327931,-0.0899748996758062,0.99995,0.505145768913449,FALSE,"DISGENET::Glioblastoma Multiforme"
"3861","InN_NR2F2_CRH",2,0.4535,1.00053069039007,0.00429085792527673,0.99995,0.495768181316294,FALSE,"DISGENET::Glioblastoma Multiforme"
"3862","Cls_FGF17_LGI1",2,0.47815,0.979682680464194,-0.123061373194542,0.99995,0.480351094886316,FALSE,"DISGENET::Glioblastoma Multiforme"
"3863","NESC_RSPO3_DIRAS3",2,0.5009,0.985676627832515,-0.113659859000352,0.99995,0.425223951982304,FALSE,"DISGENET::Glioblastoma Multiforme"
"3864","tRG_CRYAB_MEST",2,0.5079,0.990234430429328,-0.0997762584455805,0.99995,0.506105601977273,FALSE,"DISGENET::Glioblastoma Multiforme"
"3865","GE_RG_HOPX_STMN1",2,0.51145,0.988762100670752,-0.103446751227427,0.99995,0.536316849021024,FALSE,"DISGENET::Glioblastoma Multiforme"
"3866","tRG_CRYAB_FNDC1",2,0.5133,0.97850724154334,-0.150680757490199,0.99995,0.631788639561345,FALSE,"DISGENET::Glioblastoma Multiforme"
"3867","GE_RG_CRYAB",2,0.5176,0.983060741454704,-0.122231491565739,0.99995,0.654498340665366,FALSE,"DISGENET::Glioblastoma Multiforme"
"3868","oRG_HOPX_TNC",2,0.54375,0.983522360622205,-0.167426278411936,0.99995,0.455789039763715,FALSE,"DISGENET::Glioblastoma Multiforme"
"3869","InN_LHX6_SST_RELN",2,0.5684,0.966007568404573,-0.268148427253601,0.99995,0.44244208973059,FALSE,"DISGENET::Glioblastoma Multiforme"
"3870","OPC_PDGFRA_MKI67",2,0.58315,0.95996096700814,-0.306508461950496,0.99995,0.645334231181002,FALSE,"DISGENET::Glioblastoma Multiforme"
"3871","InN_LHX6_DCN",2,0.58375,0.961248540144356,-0.302561202838843,0.99995,0.433107232116911,FALSE,"DISGENET::Glioblastoma Multiforme"
"3872","InN_SP8_CRH",2,0.58775,0.95481254446053,-0.323379711654064,0.99995,0.498603502583475,FALSE,"DISGENET::Glioblastoma Multiforme"
"3873","ExN_TSHZ2_NR4A3",2,0.6168,0.925477400466931,-0.396542430012748,0.99995,0.661884458292122,FALSE,"DISGENET::Glioblastoma Multiforme"
"3874","inIPC_ASCL1_GPX1",2,0.617,0.964988979515984,-0.339878791686203,0.99995,0.421294421388783,FALSE,"DISGENET::Glioblastoma Multiforme"
"3875","IPC_EOMES_VIM",2,0.62985,0.966605892256075,-0.363764466611933,0.99995,0.36420503187084,FALSE,"DISGENET::Glioblastoma Multiforme"
"3876","IPC_EOMES_NHLH1_up",2,0.6309,0.949415790522275,-0.414564834259689,0.99995,0.383772374976396,FALSE,"DISGENET::Glioblastoma Multiforme"
"3877","vRG_SAT1_STMN2",2,0.634,0.965788972057877,-0.376875298580777,0.99995,0.398637394032759,FALSE,"DISGENET::Glioblastoma Multiforme"
"3878","InN_SP8_VIP",2,0.63555,0.925991630735531,-0.441192699527712,0.99995,0.579659334962145,FALSE,"DISGENET::Glioblastoma Multiforme"
"3879","RB_HBA1_HBE1",2,0.6479,0.767798701937961,-0.46766931380106,0.99995,0.309139694793919,FALSE,"DISGENET::Glioblastoma Multiforme"
"3880","NESC_RSPO3_TEX15",2,0.6641,0.945685636878077,-0.459302084635495,0.99995,0.423523348767555,FALSE,"DISGENET::Glioblastoma Multiforme"
"3881","vRG_HMGA2_CCND1",2,0.70835,0.939242154193296,-0.571688558963233,0.99995,0.426490362484783,FALSE,"DISGENET::Glioblastoma Multiforme"
"3882","ExN_CUX2_PALMD",2,0.70985,0.937905503783894,-0.590359209668964,0.99995,0.412248211403237,FALSE,"DISGENET::Glioblastoma Multiforme"
"3883","ExN_CUX2_ADRA2A",2,0.71755,0.927131888344912,-0.603171315422827,0.99995,0.478245313521841,FALSE,"DISGENET::Glioblastoma Multiforme"
"3884","PC_NKX2_1_NKX6_2",2,0.72355,0.92188144967617,-0.53892722797171,0.99995,0.432923881639455,FALSE,"DISGENET::Glioblastoma Multiforme"
"3885","InN_SP8_PAX6",2,0.7454,0.91964744600197,-0.678543296220217,0.99995,0.375769172470123,FALSE,"DISGENET::Glioblastoma Multiforme"
"3886","InN_LHX6_CCK",2,0.7622,0.922921018513307,-0.714052714075986,0.99995,0.44102632797002,FALSE,"DISGENET::Glioblastoma Multiforme"
"3887","Cls_GSX2_B3GAT2",2,0.77125,0.929268343155204,-0.752036574314876,0.99995,0.414086122519365,FALSE,"DISGENET::Glioblastoma Multiforme"
"3888","InN_NR2F2_VIP",2,0.77635,0.876759747339736,-0.733869815877521,0.99995,0.579078348727364,FALSE,"DISGENET::Glioblastoma Multiforme"
"3889","InN_LHX6_CRABP1",2,0.78795,0.881262518697792,-0.608555680556977,0.99995,0.454794406345688,FALSE,"DISGENET::Glioblastoma Multiforme"
"3890","InN_NKX2_1_CCND2",2,0.79875,0.895815626788423,-0.829086855686449,0.99995,0.336481759614826,FALSE,"DISGENET::Glioblastoma Multiforme"
"3891","PC_FGF17",2,0.8032,0.899313026774102,-0.686345630978628,0.99995,0.418488285825402,FALSE,"DISGENET::Glioblastoma Multiforme"
"3892","InN_LHX6_SST_NPY",2,0.8069,0.854406601755675,-0.700875675776987,0.99995,0.519073059779947,FALSE,"DISGENET::Glioblastoma Multiforme"
"3893","PC_SFRP1",2,0.8117,0.909146726198629,-0.889543560327326,0.99995,0.428437120825281,FALSE,"DISGENET::Glioblastoma Multiforme"
"3894","IPC_FGF17",2,0.81185,0.859689443757571,-0.804219452124688,0.99995,0.359494345585782,FALSE,"DISGENET::Glioblastoma Multiforme"
"3895","inIPC_ASCL1_NKX2_1",2,0.8172,0.89461066775114,-0.898984229858995,0.99995,0.411473677201343,FALSE,"DISGENET::Glioblastoma Multiforme"
"3896","OPC_PCDH15_COL9A1",2,0.82045,0.797543782414021,-0.869742538337628,0.99995,0.567878926138836,FALSE,"DISGENET::Glioblastoma Multiforme"
"3897","IPC_EOMES_NHLH1_deep",2,0.82685,0.890528679694901,-0.873370805938828,0.99995,0.317697086459336,FALSE,"DISGENET::Glioblastoma Multiforme"
"3898","Ependymal_FOXJ1",2,0.83325,0.709148953814102,-0.879802309186217,0.99995,0.597724689917175,FALSE,"DISGENET::Glioblastoma Multiforme"
"3899","InN_LHX6_MAF",2,0.83415,0.8933340508978,-0.946026896834234,0.99995,0.349459379405571,FALSE,"DISGENET::Glioblastoma Multiforme"
"3900","PC_RSPO3",2,0.84855,0.86483900007124,-0.82457894325543,0.99995,0.386974864631546,FALSE,"DISGENET::Glioblastoma Multiforme"
"3901","inIPC_ASCL1_GADD45G",2,0.8577,0.870650478417162,-1.05167307990745,0.99995,0.380988694176436,FALSE,"DISGENET::Glioblastoma Multiforme"
"3902","GE_RG_NKX2_1_OLIG1",2,0.86155,0.891513038816962,-1.07369677055925,0.99995,0.387758123440976,FALSE,"DISGENET::Glioblastoma Multiforme"
"3903","GE_Ependymal_FOXJ1",2,0.8622,0.838021570719444,-1.02553837704125,0.99995,0.579937498359026,FALSE,"DISGENET::Glioblastoma Multiforme"
"3904","RGC_FABP7_PMP22",2,0.86645,0.888470435284803,-1.03086386458291,0.99995,0.414626461152315,FALSE,"DISGENET::Glioblastoma Multiforme"
"3905","inIPC_ASCL1_GSX1",2,0.8734,0.851484234843217,-0.899426170867899,0.99995,0.301707805120395,FALSE,"DISGENET::Glioblastoma Multiforme"
"3906","InN_SP8_MEIS2_RND3",2,0.8797,0.88697522864993,-1.11477186695797,0.99995,0.333785918498473,FALSE,"DISGENET::Glioblastoma Multiforme"
"3907","GE_RG_HMGA2_NR2F2",2,0.89095,0.894683768959042,-1.21344471314596,0.99995,0.41065773495992,FALSE,"DISGENET::Glioblastoma Multiforme"
"3908","Oligo_MBP_PLP1",2,0.89245,0.693000904196025,-0.947260119997871,0.99995,0.534405871759907,FALSE,"DISGENET::Glioblastoma Multiforme"
"3909","PC_NKX2_1_LMO1",2,0.91505,0.857883619717461,-1.28915233017951,0.99995,0.396469578688769,FALSE,"DISGENET::Glioblastoma Multiforme"
"3910","GE_RG_HMGA2_NKX6_2",2,0.9227,0.864251662115844,-1.36892653602543,0.99995,0.367947722334455,FALSE,"DISGENET::Glioblastoma Multiforme"
"3911","inIPC_ASCL1_SP8",2,0.92285,0.85614716521276,-1.36481140422093,0.99995,0.371053521804549,FALSE,"DISGENET::Glioblastoma Multiforme"
"3912","InN_FOXP2_TSHZ1",2,0.93565,0.845297291275608,-1.28257070539789,0.99995,0.396763663953362,FALSE,"DISGENET::Glioblastoma Multiforme"
"3913","InN_FOXP1_PENK",2,0.9365,0.783537878018755,-0.948183108717591,0.99995,0.439707691326533,FALSE,"DISGENET::Glioblastoma Multiforme"
"3914","GE_RG_NKX2_1_DLK1",2,0.9405,0.848168967587338,-1.49754292720066,0.99995,0.383463276123168,FALSE,"DISGENET::Glioblastoma Multiforme"
"3915","inIPC_ASCL1_DLX1",2,0.95255,0.821037030625601,-1.49625303027803,0.99995,0.295216274297967,FALSE,"DISGENET::Glioblastoma Multiforme"
"3916","InN_GNRH1",2,0.9572,0.791253900250102,-0.880938325486806,0.99995,0.365385510497466,FALSE,"DISGENET::Glioblastoma Multiforme"
"3917","IPC_EOMES_NEUROG1",2,0.96915,0.824944582702535,-1.67196958402516,0.99995,0.35949377052496,FALSE,"DISGENET::Glioblastoma Multiforme"
"3918","InN_FOXP1_ISL1",2,0.9725,0.79524072154177,-1.17504352386238,0.99995,0.343687892349763,FALSE,"DISGENET::Glioblastoma Multiforme"
"3919","PC_TCF7L2",2,0.97875,0.761577710373266,-1.52208716835438,0.99995,0.339175942005807,FALSE,"DISGENET::Glioblastoma Multiforme"
"3920","InN_SIX3_ZFHX3",2,0.97935,0.804126761603414,-1.59542920099946,0.99995,0.305841549106361,FALSE,"DISGENET::Glioblastoma Multiforme"
"3921","InN_LHX8_ZIC1",2,0.97945,0.769016654825724,-0.897587404900071,0.99995,0.314125416585148,FALSE,"DISGENET::Glioblastoma Multiforme"
"3922","PC_TTR",2,0.983,0.691235409465612,-1.18813947128045,0.99995,0.354267682141954,FALSE,"DISGENET::Glioblastoma Multiforme"
"3923","PC_NKX2_1_RAX",2,0.98305,0.767688422820883,-1.68050260205019,0.99995,0.327995938183399,FALSE,"DISGENET::Glioblastoma Multiforme"
"3924","CR_ETV1",2,0.9883,0.749513471022374,-1.3402372734258,0.99995,0.387533790389217,FALSE,"DISGENET::Glioblastoma Multiforme"
"3925","PC_SFRP2",2,0.98915,0.767701310053409,-1.99827654938365,0.99995,0.328568741924971,FALSE,"DISGENET::Glioblastoma Multiforme"
"3926","inIPC_ASCL1_SFRP2",2,0.9906,0.745010800561519,-1.90391191543914,0.99995,0.24947056441007,FALSE,"DISGENET::Glioblastoma Multiforme"
"3927","IPC_RSPO3_NHLH1",2,0.99295,0.708412662541853,-1.50218515206681,0.99995,0.393633293972822,FALSE,"DISGENET::Glioblastoma Multiforme"
"3928","Cls_LHX9_EBF1",2,0.9942,0.590536300146606,-2.11081746358338,0.99995,0.263172072490667,FALSE,"DISGENET::Glioblastoma Multiforme"
"3929","Cls_RSPO3_SOX1",2,0.99485,0.695811572050426,-2.13299130496506,0.99995,0.324556872519349,FALSE,"DISGENET::Glioblastoma Multiforme"
"3930","Neu_TAGLN3_ONECUT2",2,0.9975,0.719055752579601,-1.88182133095197,0.99995,0.375960542551139,FALSE,"DISGENET::Glioblastoma Multiforme"
"3931","CR_TP73",2,0.9982,0.664915166758934,-1.60308443634445,0.99995,0.352014183213399,FALSE,"DISGENET::Glioblastoma Multiforme"
"3932","InN_SFRP2_MEIS2",2,0.9987,0.70475643061282,-2.21811449716355,0.99995,0.26480802625259,FALSE,"DISGENET::Glioblastoma Multiforme"
"3933","IPC_TCF7L2",2,0.999,0.63583689503257,-2.48855254020774,0.99995,0.278218741539473,FALSE,"DISGENET::Glioblastoma Multiforme"
"3934","IPC_RSPO3_NEUROG1",2,0.9997,0.553484953179994,-1.34720505859373,0.99995,0.308556576706764,FALSE,"DISGENET::Glioblastoma Multiforme"
"3935","InN_HMX1",2,0.99985,0.648770417820688,-1.57186042767781,0.99995,0.26134295650554,FALSE,"DISGENET::Glioblastoma Multiforme"
"3936","Neu_TAGLN3_NRN1",2,0.99995,0.625089125160327,-1.74483133448771,0.99995,0.255996409690115,FALSE,"DISGENET::Glioblastoma Multiforme"
"3937","GE_CR_ZFHX3",2,0.99995,0.664312254680574,-2.65546442061672,0.99995,0.303306330643835,FALSE,"DISGENET::Glioblastoma Multiforme"
"3938","gIPC",1,0.0011,1.30893782609478,3.84099132406394,0.0165,4.86060820890105,FALSE,"DISGENET::Glioma"
"3939","Immune",1,0.03205,1.36433726882356,2.04850501726387,0.20425,5.11415839071971,FALSE,"DISGENET::Glioma"
"3940","inIPC",1,0.04085,1.18842269444727,1.89101340263754,0.20425,3.71326968440867,FALSE,"DISGENET::Glioma"
"3941","Astro",1,0.06665,1.20279918650872,1.59051694925521,0.2499375,5.0825925570938,FALSE,"DISGENET::Glioma"
"3942","GE_NSC",1,0.298,1.03901306071345,0.457435819722504,0.894,3.69836481014185,FALSE,"DISGENET::Glioma"
"3943","RB&Vas",1,0.44225,1.00572459592308,0.0337598954458091,0.99695,4.42863187289519,FALSE,"DISGENET::Glioma"
"3944","OPC&Oligo",1,0.5436,0.97317811986468,-0.211705534315442,0.99695,4.2414444178389,FALSE,"DISGENET::Glioma"
"3945","dorsal_NSC",1,0.55755,0.985123279926886,-0.182918108670291,0.99695,3.15029541436429,FALSE,"DISGENET::Glioma"
"3946","Mes",1,0.6412,0.924132110327155,-0.459216694065021,0.99695,3.2369419248521,FALSE,"DISGENET::Glioma"
"3947","enIPC",1,0.78345,0.929625691558568,-0.778284931566031,0.99695,2.68376366433669,FALSE,"DISGENET::Glioma"
"3948","Patterning_centers",1,0.8714,0.890582826380521,-1.0959405466304,0.99695,2.82830326478825,FALSE,"DISGENET::Glioma"
"3949","PAT_related_subtypes",1,0.9479,0.872138333547826,-1.50975643111429,0.99695,2.84907559266272,FALSE,"DISGENET::Glioma"
"3950","Inhibitory_neurons",1,0.9791,0.78290412215565,-1.79646487784398,0.99695,2.68195867153714,FALSE,"DISGENET::Glioma"
"3951","Excitatory_neurons",1,0.9933,0.745207184353915,-2.16721269234818,0.99695,2.72189299534783,FALSE,"DISGENET::Glioma"
"3952","CR",1,0.99695,0.720689946584225,-2.14396580838495,0.99695,2.70869844395633,FALSE,"DISGENET::Glioma"
"3953","gIPC_EGFR_MKI67",2,5e-05,1.59733511147304,5.50056118457996,0.0056,0.870479078102228,FALSE,"DISGENET::Glioma"
"3954","inIPC_DLX1_NR2F2",2,0.00025,1.50651748159529,4.8383011271755,0.014,0.785194268305398,FALSE,"DISGENET::Glioma"
"3955","inIPC_ASCL1_NKX2_1",2,0.0022,1.43266226979015,3.57560135241073,0.077,0.611774108448309,FALSE,"DISGENET::Glioma"
"3956","Microglia_PTPRC_C1QC",2,0.00275,2.56546821127496,4.59990416210471,0.077,1.60637149361995,FALSE,"DISGENET::Glioma"
"3957","aIPC_IGFBP2",2,0.0062,1.45469338904543,3.18247685960769,0.130666666666667,0.798887595441693,FALSE,"DISGENET::Glioma"
"3958","inIPC_ASCL1_SP8",2,0.007,1.30962999191507,2.85765147489643,0.130666666666667,0.52741503752801,FALSE,"DISGENET::Glioma"
"3959","OPC_PDGFRA_MKI67",2,0.0091,1.38988405459679,2.84585058113104,0.1309,0.871538272013682,FALSE,"DISGENET::Glioma"
"3960","gIPC_EGFR",2,0.00935,1.41729727723455,3.24213719804011,0.1309,0.714247200704707,FALSE,"DISGENET::Glioma"
"3961","inIPC_ASCL1_GPX1",2,0.01765,1.24084091396917,2.24892596246695,0.219644444444444,0.50399834079597,FALSE,"DISGENET::Glioma"
"3962","oRG_HOPX_TNC",2,0.0251,1.2236572312926,2.17999272783456,0.2478,0.528075488567757,FALSE,"DISGENET::Glioma"
"3963","Astro_EGFR",2,0.0253,1.41061563125897,2.30926395676602,0.2478,0.773106739290266,FALSE,"DISGENET::Glioma"
"3964","oIPC_DLL1",2,0.02655,1.32744175646356,2.37464041982229,0.2478,0.609329021515356,FALSE,"DISGENET::Glioma"
"3965","inIPC_ASCL1_GADD45G",2,0.0344,1.25011106316255,1.96895859420105,0.2876,0.50837872689454,FALSE,"DISGENET::Glioma"
"3966","Cls_LHX9_EBF1",2,0.03595,1.39466417757824,1.96441933448978,0.2876,0.576287198213616,FALSE,"DISGENET::Glioma"
"3967","InN_LHX8_ZIC1",2,0.0389,1.49839767691451,1.90122787343669,0.290453333333333,0.567376418119934,FALSE,"DISGENET::Glioma"
"3968","GE_RG_HOPX_STMN1",2,0.0448,1.20460924980759,1.82411185786581,0.3136,0.608077553346561,FALSE,"DISGENET::Glioma"
"3969","GE_RG_HOPX_NRG1",2,0.05295,1.35065562778712,1.81094761173652,0.348847058823529,0.724610662967659,FALSE,"DISGENET::Glioma"
"3970","IPC_EOMES_NEUROG1",2,0.06155,1.17210622266279,1.56358176869253,0.355721739130435,0.474995125206155,FALSE,"DISGENET::Glioma"
"3971","Astro_MFGE8",2,0.06585,1.2909328924527,1.63505489484503,0.355721739130435,0.789705486499304,FALSE,"DISGENET::Glioma"
"3972","GE_RG_HMGA2_NR2F2",2,0.0665,1.14023565509833,1.54351086961664,0.355721739130435,0.486934457402133,FALSE,"DISGENET::Glioma"
"3973","InN_GNRH1",2,0.06845,1.19829788490253,0.790067449752868,0.355721739130435,0.515438317023913,FALSE,"DISGENET::Glioma"
"3974","GE_RG_CRYAB",2,0.07285,1.22255720735867,1.54544852448102,0.355721739130435,0.757830607521063,FALSE,"DISGENET::Glioma"
"3975","Astro_GFAP",2,0.07305,1.27036430231991,1.53093268610132,0.355721739130435,0.768758026346038,FALSE,"DISGENET::Glioma"
"3976","vRG_SAT1_STMN2",2,0.0817,1.13568275596952,1.42987395562616,0.381266666666667,0.436670420577019,FALSE,"DISGENET::Glioma"
"3977","oRG_HOPX_APOE",2,0.0855,1.23944687375124,1.44857923741311,0.38304,0.660636921057191,FALSE,"DISGENET::Glioma"
"3978","RB_HBA1_SNCA",2,0.1414,1.27678160696446,0.880784611321387,0.609107692307692,0.532846076870304,FALSE,"DISGENET::Glioma"
"3979","GE_RG_NKX2_1_DLK1",2,0.15125,1.10718696063231,1.01882045037518,0.627407407407407,0.465695158830463,FALSE,"DISGENET::Glioma"
"3980","GE_RG_NKX2_1_OLIG1",2,0.1678,1.09922934662877,0.943370024587293,0.6712,0.444656361915221,FALSE,"DISGENET::Glioma"
"3981","tRG_CRYAB_FNDC1",2,0.2055,1.09576537157516,0.642553794500167,0.793655172413793,0.659292044297485,FALSE,"DISGENET::Glioma"
"3982","tRG_CRYAB_MEST",2,0.21265,1.07376439837367,0.723221096539038,0.793893333333333,0.511122447074007,FALSE,"DISGENET::Glioma"
"3983","Cls_RSPO3_SOX1",2,0.2474,1.0932822299431,0.626984608977369,0.86928,0.474579874898808,FALSE,"DISGENET::Glioma"
"3984","GE_RG_HMGA2_NKX6_2",2,0.25545,1.06278148515894,0.611583527922265,0.86928,0.42103346232206,FALSE,"DISGENET::Glioma"
"3985","GE_Ependymal_FOXJ1",2,0.26935,1.08226941299253,0.495541318035826,0.86928,0.697061607913271,FALSE,"DISGENET::Glioma"
"3986","Mesenchymal_FOXD3_PLP1",2,0.2709,1.04714903374665,0.139269469420922,0.86928,0.506542732324262,FALSE,"DISGENET::Glioma"
"3987","RB_HBA1_HBE1",2,0.27165,1.06788323963226,0.132436440788435,0.86928,0.397493125126147,FALSE,"DISGENET::Glioma"
"3988","Endothelial_CLDN5_RGS5",2,0.35235,1.07264008673647,0.252493813939961,1,0.822430408285251,FALSE,"DISGENET::Glioma"
"3989","OPC_PDGFRA",2,0.36315,1.02445246952385,0.148255653402397,1,0.587212850280809,FALSE,"DISGENET::Glioma"
"3990","PC_NKX2_1_LMO1",2,0.37145,1.02862622265394,0.249400904325876,1,0.442244619233651,FALSE,"DISGENET::Glioma"
"3991","Ependymal_FOXJ1",2,0.3885,1.00254711680175,0.00742926603827157,1,0.786736102316487,FALSE,"DISGENET::Glioma"
"3992","InN_ZIC1_ZIC2",2,0.4078,1.01475664898002,0.100301298146842,1,0.414081839090494,FALSE,"DISGENET::Glioma"
"3993","GE_RG_STMN2_SOX5",2,0.4208,1.01367761055686,0.107037988124546,1,0.593168553841018,FALSE,"DISGENET::Glioma"
"3994","PC_SFRP1",2,0.42505,1.01623434418442,0.153345133613576,1,0.446058156144532,FALSE,"DISGENET::Glioma"
"3995","Oligo_MBP_PLP1",2,0.4283,0.955352150111527,-0.132463490177849,1,0.686038464505028,FALSE,"DISGENET::Glioma"
"3996","Pericyte_GRM8",2,0.44175,0.990391302144286,-0.0279411881612622,1,0.795139212228575,FALSE,"DISGENET::Glioma"
